,Price(EUR),Address,Rooms,Heating,SetUp,Elevator,Stores,Area(m2),Evident,State,Infrared,YearOfBuild,Floor
1202,69000,"BULEVAR EVROPE, NOVI SAD",0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",28,uknjiženo,uobičajeno stanje,useljivo,2015,3/7
1203,164800,"NOVO NASELJE, NOVI SAD",3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",76,uknjiženo,uobičajeno stanje,useljivo,1980,2/12
1204,171590,spens,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",72,u procesu uknjižavanja,u izgradnji,useljivo,1980,5/5
1205,252350,Pozorišni Trg,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",85,uknjiženo,novo,useljivo,1980,2/3
1206,127120,Cara Dušana,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",66,uknjiženo,u izgradnji,useljivo,2021,3/3
1207,60255,Telep,0.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, klima",31,uknjiženo,uobičajeno stanje,useljivo,2011,2/3
1208,129780,Bistrica,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",70,uknjiženo,uobičajeno stanje,useljivo,2011,1/5
1209,267800,novo naselje,4,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",130,u procesu uknjižavanja,novo,useljivo,2011,1/3
1210,166000,Novi Sad - Centar,3,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",62,uknjiženo,u izgradnji,useljivo,2012,3/6
1211,92700,Železnička stanica,1.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",37,uknjiženo,uobičajeno stanje,useljivo,2018,visoko
1212,117830,salajka,3.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",65,u procesu uknjižavanja,uobičajeno stanje,useljivo,2018,1/3
1213,105000,Ilije Ognjanovića 26,3,centralno grejanje,prazno,ima lift (1),"kablovska, internet, klima",73,uknjiženo,renovirano,useljivo,2018,4/4
1214,110000,Vardarska,3,grejanje na gas,polunamešteno,ima lift (1),"kablovska, internet, klima",71,uknjiženo,uobičajeno stanje,useljivo,2013,3/4
1215,31600,Veternik,0.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",26,nije uknjiženo,u izgradnji,useljivo,2013,prizemlje/2
1216,54800,Mostarska,0.5,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",28,uknjiženo,uobičajeno stanje,useljivo,2013,prizemlje/2
1217,77500,Sajmište,1,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",43,uknjiženo,uobičajeno stanje,useljivo,1975,3/3
1218,96330,Bulevar Patrijarha Pavla (Somborski Bulevar),2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",37,u procesu uknjižavanja,novo,useljivo,2020,3/5
1219,177200,Novi Sad - Centar,4.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",93,uknjiženo,uobičajeno stanje,useljivo,1967,1/10
1220,92700,Stari Majur,2,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",48,uknjiženo,novo,useljivo,1967,1/4
1221,103000,Sajmište,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",58,uknjiženo,novo,useljivo,1967,3/5
1222,92700,Kraljevića Marka,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",37,uknjiženo,uobičajeno stanje,useljivo,1967,3/5
1223,173040,Kosovska,2.5,centralno grejanje,namešteno,ima lift (1),video nadzor,56,uknjiženo,novo,useljivo,1967,2/5
1224,160000,Grbavica,3,centralno grejanje,namešteno,ima lift (1),"Poslovni nameštaj, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",78,uknjiženo,novo,useljivo,2010,5/5
1225,118000,Nova Detelinara,2,centralno grejanje,namešteno,ima lift (1),"Poslovni nameštaj, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",50,uknjiženo,novo,useljivo,2010,5/5
1226,53560,Socijalno,1,centralno grejanje,prazno,ima lift (1),"Poslovni nameštaj, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",29,uknjiženo,uobičajeno stanje,useljivo,2010,prizemlje/1
1227,69900,Nova Detelinara,1,centralno grejanje,prazno,ima lift (1),"Poslovni nameštaj, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",28,uknjiženo,uobičajeno stanje,useljivo,2010,2/5
1228,108210,jovana ristica,3.5,centralno grejanje,prazno,ima lift (1),"Poslovni nameštaj, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",60,uknjiženo,uobičajeno stanje,useljivo,2018,2/5
1229,133900,Spens,2.5,centralno grejanje,prazno,ima lift (1),"Poslovni nameštaj, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",60,uknjiženo,renovirano,useljivo,2018,2/4
1230,202200,DEVET JUGOVICA,4,centralno grejanje,prazno,ima lift (1),"Poslovni nameštaj, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",95,uknjiženo,renovirano,useljivo,2018,2/4
1231,73130,Nova Detelinara,1,centralno grejanje,namešteno,ima lift (1),"Poslovni nameštaj, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",29,uknjiženo,renovirano,useljivo,2018,2/4
1232,66950,Bulevar Patrijarha Pavla (Somborski Bulevar),0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",24,uknjiženo,novo,useljivo,2018,3/4
1233,206000,Kralja Aleksandra,3,grejanje na struju,prazno,ima lift (1),"telefon, kablovska, klima",107,uknjiženo,uobičajeno stanje,useljivo,2018,2/2
1234,108500,Novi Sad - Centar,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima, kuhinjski elementi",64,uknjiženo,uobičajeno stanje,useljivo,2000,3/3
1235,159700,VOJVOĐANSKA,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",82,uknjiženo,renovirano,useljivo,1970,1/4
1236,122000,Zlatarićeva,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",84,uknjiženo,novo,useljivo,2020,potkrovlje/4
1237,152350,Telep,3,grejanje na gas,prazno,ima lift (1),telefon,87,uknjiženo,novo,useljivo,2020,2/3
1238,220630,"GRBAVICA, NOVI SAD",5,centralno grejanje,prazno,ima lift (1),telefon,157,uknjiženo,novo,useljivo,2020,5/6
1239,237000,Socijalno,4,centralno grejanje,prazno,ima lift (1),telefon,99,uknjiženo,novo,useljivo,2020,5/5
1240,64000,Novo Naselje,0.5,centralno grejanje,namešteno,ima lift (1),telefon,29,uknjiženo,renovirano,useljivo,2020,5/5
1241,70000,Nova Detelinara,0.5,centralno grejanje,namešteno,ima lift (1),telefon,27,uknjiženo,renovirano,useljivo,2010,3/5
1242,69470,adice,2,grejanje na gas,prazno,ima lift (1),telefon,47,uknjiženo,u izgradnji,useljivo,2010,visoko
1243,267800,Sajmište,5,centralno grejanje,namešteno,ima lift (1),telefon,142,uknjiženo,u izgradnji,useljivo,2010,visoko
1244,116080,veternik,4,grejanje na gas,prazno,ima lift (1),telefon,98,uknjiženo,u izgradnji,useljivo,2010,2/3
1245,62800,Nova Detelinara,0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",25,uknjiženo,novo,useljivo,2010,visoko
1246,54900,Telep,2,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",40,uknjiženo,novo,useljivo,2010,prizemlje/2
1247,138500,Grbavica,2.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, internet, interfon, klima",56,uknjiženo,novo,useljivo,2010,6/7
1248,142760,Nova Detelinara,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, interfon, klima",63,uknjiženo,u izgradnji,useljivo,2023,4/6
1249,87550,Kej,1,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",39,uknjiženo,u izgradnji,useljivo,2023,2/4
1250,100000,Djordja Mikesa,4,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, internet, interfon, klima",91,uknjiženo,uobičajeno stanje,useljivo,2023,1/2
1251,87550,Grbavica,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",47,uknjiženo,uobičajeno stanje,useljivo,2023,prizemlje/4
1252,83950,Telep,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",39,uknjiženo,uobičajeno stanje,useljivo,2023,visoko
1253,126780,Telep,2.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",63,uknjiženo,uobičajeno stanje,useljivo,2023,3/3
1254,154000,Novo Naselje,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",74,uknjiženo,uobičajeno stanje,useljivo,1981,4/5
1255,82400,Bulevar Evrope,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",40,uknjiženo,novo,useljivo,1981,1/5
1256,191580,Liman 4,3.5,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska",93,uknjiženo,novo,useljivo,1980,5/7
1257,73130,Nova Detelinara,1,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",29,uknjiženo,novo,useljivo,1980,visoko
1258,120500,BUL.OSLOBODJENJA,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",49,uknjiženo,novo,useljivo,1980,visoko
1259,53350,PROTE MIROSAVLJEVICA,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",37,uknjiženo,novo,useljivo,1980,visoko
1260,100900,Liman 4,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",55,uknjiženo,uobičajeno stanje,useljivo,1980,6.
1261,180250,Salajka,4,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",103,uknjiženo,u izgradnji,useljivo,2022,3/4
1262,97850,Nova Detelinara,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",50,uknjiženo,u izgradnji,useljivo,2022,4/5
1263,220700,Cara Dušana,4,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",104,nije uknjiženo,u izgradnji,useljivo,2022,2/7
1264,66950,Podbara,0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",24,uknjiženo,u izgradnji,useljivo,2022,2/5
1265,133900,Kej,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",45,uknjiženo,renovirano,useljivo,2022,1/3
1266,129800,Grbavica,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",70,uknjiženo,uobičajeno stanje,useljivo,2000,3/6
1267,73130,Nova Detelinara,1,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",29,uknjiženo,uobičajeno stanje,useljivo,2000,prizemlje/3
1268,96820,Bulevar Patrijarha Pavla (Somborski Bulevar),1.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",38,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1269,60800,KRALJA MILANA,3,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",65,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1270,111150,RUMENACKI PUT,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",67,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1271,98900,TRANDZAMENTSKA,3,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",80,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1272,113300,PRERADOVICEVA,3,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",90,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1273,132000,LUKIJANA MUSICKOG,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",74,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1274,77250,MILEVE MARIC,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",56,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1275,93750,VETERNICKA,4,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",74,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1276,118450,BUL.OSLOBODJENJA,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",74,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1277,108150,BUL.PATRIJARHA PAVLA,2.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",56,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1278,147800,BUL.OSLOBODJENJA,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",82,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1279,113300,BUL.PATRIJARHA PAVLA,3,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",77,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1280,132000,BUL.VOJVODE STEPE,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",80,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1281,82550,FUTOSKI PUT,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",48,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1282,111250,FUTOSKA,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",65,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1283,123600,MICURINOVA,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",102,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1284,100950,MAJURSKA,4,grejanje na struju,namešteno,ima lift (1),"telefon, kablovska",114,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1285,72100,PETEFI SANDORA,1.5,grejanje na struju,namešteno,ima lift (1),"telefon, kablovska",35,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1286,133990,LAZE LAZAREVICA,4,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",85,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1287,76200,LAZE NANCICA,2,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",57,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1288,95200,BUL.OSLOBODJENJA,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",61,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1289,106900,GAGARINOVA,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",69,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1290,115500,GAGARINOVA,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",77,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1291,92700,VARDARSKA,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",45,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1292,149350,TRG REPUBLIKE,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",87,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1293,107530,DJORDJA ZLICICA,3,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",72,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1294,123600,KOZACINSKOG,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",68,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1295,52200,687,1,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",26,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1296,92700,SARPLANINSKA,3,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",74,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1297,128450,NOVOSADSKOG SAJMA,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",86,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1298,199820,SUNCANI KEJ,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",83,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1299,106100,JANKA CMELIKA,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",65,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1300,105000,FEJES KLARE,2.5,grejanje na struju,namešteno,ima lift (1),"telefon, kablovska",66,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1301,93700,DIMITRIJA AVRAMOVICA,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",49,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1302,93900,BUL.OSLOBODJENJA,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",48,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1303,113300,654,3,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",92,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1304,219400,683,4,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",106,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1305,94750,BUL.JOVANA DUCICA,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",62,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1306,108150,VUKA KARADZICA,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",60,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1307,86500,STEVANA BAJE GARDINOVACKOG,4,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",70,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1308,62300,NIKOLE ALEKSICA,1,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",35,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1309,69000,CETINJSKA,2,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",55,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1310,72100,BRANKA COPICA,2.5,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",49,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1311,128750,VESELINA MASLESE,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",79,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1312,109700,PROTE MIROSAVLJEVICA,4,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",71,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1313,55620,RUMENACKA,1,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",27,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1314,128600,GUNDULICEVA,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",78,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1315,134800,STEVANA DEJANOVA,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",77,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1316,113300,BEOGRADSKI KEJ,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",71,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1317,157600,MISE DIMITRIJEVICA,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",85,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1318,113300,BUL.KNEZA MILOSA,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",98,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1319,164800,621,4,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",104,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1320,278100,Podbara,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",104,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1321,82400,SAVE VUKOVICA,2,grejanje na struju,namešteno,ima lift (1),"telefon, kablovska",56,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1322,77800,DJERDJA MOLNARA,2,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",55,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1323,97750,CEREVICKA,3,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",73,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1324,51500,SKERLICEVA,1,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",20,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1325,84150,TEMERINSKA,3,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",86,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1326,86900,613,4,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",68,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1327,102400,613,4,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",71,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1328,94100,DESANKE MAKSIMOVIC,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",63,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1329,113300,VESELINA MASLESE,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",81,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1330,86500,613,4,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",60,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1331,92700,ZELEZNICKA,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1332,92300,KRALJEVICA MARKA,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",64,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1333,127700,MAKSIMA GORKOG,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",62,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1334,108200,629,4,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",72,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1335,118300,VOJVODE SUPLJIKCA,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",70,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1336,113300,ILIJE BIRCANINA,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",91,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1337,117900,PRERADOVICEVA,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",85,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1338,123600,ARANJI JANOSA,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",89,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1339,114500,609,3,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",62,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1340,82400,MISE DIMITRIJEVICA,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",40,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1341,88600,CENEJSKA,4,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",91,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1342,95250,VESELINA MASLESE,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",65,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1343,111150,DUSANA DANILOVICA,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",60,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1344,136800,JOVANA SUBOTICA,4.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",83,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1345,69000,KORNELIJA STANKOVICA,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",67,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1346,60250,613,1.5,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1347,133900,VLADIKE PLATONA,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",67,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1348,132500,707,3,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",83,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1349,262650,VARDARSKA,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",115,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1350,64900,BUL.PATRIJARHA PAVLA,1,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",42,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1351,82400,CEREVICKA,4,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",65,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1352,92700,KAMENDINSKA,4,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",59,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1353,66950,613,2,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",48,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1354,69300,SELJACKIH BUNA,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",42,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1355,100950,JOVANA HRANILOVICA,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",70,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1356,98800,OKRUGLICEVA,2.5,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",64,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1357,193650,654,4,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",99,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1358,128750,LASLA GALA,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",65,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1359,137200,BUL.EVROPE,3,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",74,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1360,113300,POLGAR ANDRASA,4,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",70,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1361,100950,GAGARINOVA,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",68,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1362,216000,MATICE SRPSKE,4,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",85,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1363,82400,PRERADOVICEVA,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",63,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1364,126700,TEMERINSKA,4,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",93,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1365,113300,STROSMAJEROVA,3,grejanje na struju,namešteno,ima lift (1),"telefon, kablovska",80,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1366,97850,JOVANA MONASTERLIJE,3,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",74,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1367,97400,GOGOLJEVA,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",63,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1368,144200,CIRPANOVA,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",70,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1369,82400,FUTOSKI PUT,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",50,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1370,168300,BUL.EVROPE,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",86,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
1371,103800,DR.S.KASAPINOVICA,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",84,uknjiženo,uobičajeno stanje,useljivo,2000,4/5
