,Price(EUR),Location,Address,Rooms,Heating,SetUp,Elevator,Stores,Area(m2),Evident,State,Infrared,YearOfBuild,Floor
1001,117220,Telep,Telep,2.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",57,uknjiženo,u izgradnji,useljivo,2023,1/3
1002,86110, Detelinara,Nova Detelinara,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",38,uknjiženo,u izgradnji,useljivo,2010,1/5
1003,154500,Salajka,Salajka,3,grejanje na gas,polunamešteno,ima lift (1),"telefon, kablovska",75,uknjiženo,novo,useljivo,2010,2/3
1004,154500,Grbavica,grbavica,3.5,centralno grejanje,prazno,ima lift (1),TV,111,uknjiženo,novo,useljivo,2010,3/3
1005,108150, Stari Grad,Novi Sad - Centar,1.5,centralno grejanje,prazno,ima lift (1),TV,35,uknjiženo,u izgradnji,useljivo,2010,4/5
1006,154500, Stari Grad,Novi Sad - Centar,3.5,centralno grejanje,prazno,ima lift (1),TV,69,uknjiženo,uobičajeno stanje,useljivo,2007,2/3
1007,154500,Bulevar Oslobođenja,Bulevar Oslobođenja,3,centralno grejanje,prazno,ima lift (1),TV,68,uknjiženo,renovirano,useljivo,2007,2/3
1008,96820, Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),1.5,grejanje na gas,namešteno,ima lift (1),TV,38,uknjiženo,novo,useljivo,2007,4/5
1009,82400, Novo Naselje,ANTONA URBANA,2,centralno grejanje,namešteno,ima lift (1),TV,48,uknjiženo,novo,useljivo,2007,4/5
1010,85490, Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),1.5,centralno grejanje,prazno,ima lift (1),TV,38,uknjiženo,novo,useljivo,2007,visoko
1011,113300, Stari Grad,Dunavski Park,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",44,uknjiženo,renovirano,useljivo,2007,visoko
1012,430000, Stari Grad,Novi Sad - Centar,4,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska, internet, interfon, klima, sudo mašina, šporet",208,uknjiženo,novo,useljivo,2018,5/5
1013,72100,Adice,Adice,2,grejanje na gas,prazno,ima lift (1),klima,49,uknjiženo,novo,useljivo,2011,2.
1014,149350, Podbara,Beogradski kej,3,centralno grejanje,namešteno,ima lift (2),"telefon, kablovska, video nadzor",72,uknjiženo,uobičajeno stanje,useljivo,2011,3/15
1015,545900, Rotkvarija,Kraljevića Marka,5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",122,uknjiženo,novo,useljivo,2011,1/8
1016,133080, Podbara,Podbara,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",68,uknjiženo,novo,useljivo,2011,prizemlje/6
1017,83950,Grbavica,"GRBAVICA, NOVI SAD",1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",33,uknjiženo,uobičajeno stanje,useljivo,2006,visoko
1018,198280, Liman,"LIMAN 3, NOVI SAD",3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",77,uknjiženo,uobičajeno stanje,useljivo,1980,6/7
1019,1133, Stari Grad,Novi Sad - Centar,5,centralno grejanje,namešteno,ima lift (1),"Poslovni nameštaj, telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",183,uknjiženo,novo,useljivo,1980,10/11
1020,133800, Liman,Liman 3,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",62,uknjiženo,novo,useljivo,1980,7/8
1021,156000, Stari Grad,Železnička,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",52,uknjiženo,uobičajeno stanje,useljivo,1980,7/8
1022,114300, Sajmište,Pariske Komune,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",66,uknjiženo,uobičajeno stanje,useljivo,1980,2/8
1023,106700, Banatić,Gagarinova,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",69,uknjiženo,uobičajeno stanje,useljivo,1980,2/8
1024,69600,Bulevar Oslobođenja,Bulevar Oslobođenja,0.5,centralno grejanje,prazno,ima lift (2),"telefon, kablovska",26,uknjiženo,renovirano,useljivo,1980,2/8
1025,185400, Liman,Liman 4,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",90,uknjiženo,renovirano,useljivo,1980,2/6
1026,334750,Grbavica,Grbavica,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",146,uknjiženo,uobičajeno stanje,useljivo,2008,5/5
1027,111240,Bulevar Oslobođenja,Bulevar Oslobođenja,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",65,uknjiženo,uobičajeno stanje,useljivo,1900,2/2
1028,92700,Rotkvarija,Rotkvarija,1,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",37,uknjiženo,uobičajeno stanje,useljivo,2019,visoko
1029,309000, Stari Grad,Novi Sad - Centar,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",94,uknjiženo,uobičajeno stanje,useljivo,1841,prizemlje/1
1030,80000,Futoška,Futoška,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",34,uknjiženo,uobičajeno stanje,useljivo,1954,3/4
1031,197800,Novo Naselje,Novo Naselje,4,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",97,uknjiženo,u izgradnji,useljivo,2022,prizemlje/1
1032,144612,Grbavica,Grbavica,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",78,uknjiženo,uobičajeno stanje,useljivo,2022,3/3
1033,494400,Stari Grad,Stari Grad,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor",150,uknjiženo,novo,useljivo,2022,1/3
1034,218880, Detelinara,"NOVA DETELINARA, NOVI SAD",4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor",125,uknjiženo,novo,useljivo,2022,5/6
1035,169950, Adamovićevo Naselje,Cara Dušana,2.5,centralno grejanje,namešteno,ima lift (1),klima,48,uknjiženo,novo,useljivo,2022,4/5
1036,169950,Grbavica,Grbavica,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",65,uknjiženo,novo,useljivo,2022,1/3
1037,92700, Rotkvarija,Socijalno,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",30,uknjiženo,novo,useljivo,2022,1/5
1038,87550,Grbavica,Kolo Srpskih Sestara,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,2022,visoko
1039,50250,Veternik,Veternik,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",31,uknjiženo,u izgradnji,useljivo,2022,1/2
1040,125050,Veternik,Veternik,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",89,uknjiženo,u izgradnji,useljivo,2022,1/2
1041,119900,Veternik,Veternik,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",86,uknjiženo,u izgradnji,useljivo,2022,1/2
1042,87300,Veternik,Veternik,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",60,uknjiženo,u izgradnji,useljivo,2022,2/2
1043,113300, Detelinara,Ilije Bircanina,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",59,uknjiženo,uobičajeno stanje,useljivo,2000,1/5
1044,127820,Bulevar Oslobođenja,Bulevar Oslobođenja,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",73,uknjiženo,uobičajeno stanje,useljivo,2000,5/7
1045,99500,Podbara,Podbara,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",46,uknjiženo,uobičajeno stanje,useljivo,2000,2/6
1046,206200, Stari Grad,Kej Žrtava Racije,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",65,uknjiženo,uobičajeno stanje,useljivo,2021,1/5
1047,117400, Stari Grad,Kej Žrtava Racije,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",37,uknjiženo,uobičajeno stanje,useljivo,2021,3/5
1048,130800, Stari Grad,Kej Žrtava Racije,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",41,uknjiženo,uobičajeno stanje,useljivo,2021,4/5
1049,161800, Stari Grad,Kej Žrtava Racije,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",51,uknjiženo,uobičajeno stanje,useljivo,2021,4/5
1050,257000, Stari Grad,Kej Žrtava Racije,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",81,uknjiženo,uobičajeno stanje,useljivo,2021,5/5
1051,130800, Stari Grad,Kej Žrtava Racije,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",41,uknjiženo,uobičajeno stanje,useljivo,2021,5/5
1052,130800, Stari Grad,Kej Žrtava Racije,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",41,uknjiženo,uobičajeno stanje,useljivo,2021,2/5
1053,103000, Stari Grad,"CENTAR, NOVI SAD",1,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",40,uknjiženo,uobičajeno stanje,useljivo,2011,6/6
1054,153470,Grbavica,Grbavica,2,centralno grejanje,namešteno,ima lift (2),"telefon, kablovska",50,uknjiženo,uobičajeno stanje,useljivo,2011,6/8
1055,108150, Novo Naselje,Bistrica,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",60,uknjiženo,uobičajeno stanje,useljivo,2011,4/4
1056,149350, Stari Grad,Kej,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",71,uknjiženo,uobičajeno stanje,useljivo,1977,3/18
1057,113300, Detelinara,Nova Detelinara,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",59,uknjiženo,uobičajeno stanje,useljivo,2005,1/6
1058,87550,Grbavica,Grbavica,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,2003,visoko
1059,103000, Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",65,uknjiženo,uobičajeno stanje,useljivo,2003,4/5
1060,335000,Grbavica,Grbavica,3.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",145,uknjiženo,u izgradnji,useljivo,2003,5/5
1061,231750,Grbavica,Grbavica,3.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",107,uknjiženo,uobičajeno stanje,useljivo,2009,4/5
1062,177200, Stari Grad,Kej,4.5,centralno grejanje,namešteno,ima lift (1),klima,93,uknjiženo,uobičajeno stanje,useljivo,2009,4/5
1063,87650,Bulevar Oslobođenja,Bulevar Oslobođenja,1.5,centralno grejanje,namešteno,ima lift (1),klima,37,uknjiženo,uobičajeno stanje,useljivo,2010,3/5
1064,125000,Salajka,Salajka,2,centralno grejanje,namešteno,ima lift (1),klima,48,uknjiženo,u izgradnji,useljivo,2021,1/4
1065,240000, Petrovaradin,Beogradska 23,5,centralno grejanje,namešteno,ima lift (1),"Poslovni nameštaj, telefon, kablovska, video nadzor, TV, klima, ventilacija, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",98,uknjiženo,renovirano,useljivo,2021,visoko
1066,61800,Bulevar Oslobođenja,Bulevar Oslobođenja,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",25,uknjiženo,renovirano,useljivo,2021,5/5
1067,155000,Grbavica,Alekse Šantića 54,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",82,uknjiženo,novo,useljivo,2000,6/7
1068,98000,Petrovaradin,Petrovaradin,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",70,uknjiženo,uobičajeno stanje,useljivo,2000,6/7
1069,61800, Banatić,Železnička stanica,0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",25,uknjiženo,uobičajeno stanje,useljivo,2000,5/5
1070,406850, Adamovićevo Naselje,Cara Dušana,5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",190,uknjiženo,novo,useljivo,2000,1/2
1071,78280, Stari Grad,Novi Sad - Centar,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",76,uknjiženo,uobičajeno stanje,useljivo,2009,suteren/4
1072,442900, Adamovićevo Naselje,Cara Dušana,5,centralno grejanje,namešteno,ima lift (1),klima,190,uknjiženo,uobičajeno stanje,useljivo,2009,2/2
1073,95300, Detelinara,Nova Detelinara,3,centralno grejanje,namešteno,ima lift (1),klima,65,uknjiženo,uobičajeno stanje,useljivo,2005,5/6
1074,87550,Sajmište,Sajmište,1.5,centralno grejanje,namešteno,ima lift (1),klima,44,uknjiženo,uobičajeno stanje,useljivo,2011,4/4
1075,75300, Rotkvarija,Socijalno,2.5,centralno grejanje,namešteno,ima lift (1),klima,43,uknjiženo,uobičajeno stanje,useljivo,2005,5/5
1076,210600,Bulevar Evrope,Bulevar Evrope,3.5,centralno grejanje,namešteno,ima lift (1),klima,87,uknjiženo,u izgradnji,useljivo,2021,visoko
1077,133900, Adamovićevo Naselje,Cara Dušana,2.5,centralno grejanje,prazno,ima lift (1),klima,64,uknjiženo,novo,useljivo,2021,1/5
1078,152500,Bulevar Oslobođenja,Novosadskog Sajma 23,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",68,uknjiženo,renovirano,useljivo,2010,1/5
1079,202200,Bulevar Oslobođenja,Bulevar Oslobođenja,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",99,uknjiženo,uobičajeno stanje,useljivo,2000,1/4
1080,75000,Rotkvarija,Kraljevica Marka 55,1.5,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska, klima, kuhinjski elementi, sudo mašina, frižider, zamrzivač, rerna, šporet, plakar",43,uknjiženo,uobičajeno stanje,useljivo,2000,potkrovlje/5
1081,149350, Stari Grad,"CENTAR, NOVI SAD",3,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska, klima, kuhinjski elementi, sudo mašina, frižider, zamrzivač, rerna, šporet, plakar",72,uknjiženo,uobičajeno stanje,useljivo,2000,3/18
1082,224000, Detelinara,Nova Detelinara,4,centralno grejanje,namešteno,ima lift (1),"video nadzor, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",136,uknjiženo,novo,useljivo,2000,5.
1083,42000,Klisa,Klisa,2,centralno grejanje,namešteno,ima lift (1),"frižider, šporet, ležaj",36,uknjiženo,novo,useljivo,2000,5.
1084,56600, Banatić,Železnička stanica,0.5,centralno grejanje,namešteno,ima lift (1),"frižider, šporet, ležaj",25,uknjiženo,uobičajeno stanje,useljivo,2000,5/5
1085,66950,Podbara,Podbara,0.5,centralno grejanje,namešteno,ima lift (1),"frižider, šporet, ležaj",24,uknjiženo,uobičajeno stanje,useljivo,1998,2/4
1086,334750,Grbavica,"GRBAVICA, NOVI SAD",3,centralno grejanje,namešteno,ima lift (1),"frižider, šporet, ležaj",145,uknjiženo,u izgradnji,useljivo,1998,5/5
1087,109180, Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),2.5,grejanje na gas,namešteno,ima lift (1),"frižider, šporet, ležaj",52,uknjiženo,u izgradnji,useljivo,1998,3/3
1088,61800, Banatić,Železnička stanica,0.5,centralno grejanje,namešteno,ima lift (1),"frižider, šporet, ležaj",25,uknjiženo,u izgradnji,useljivo,1998,5/5
1089,87550,Salajka,Salajka,1.5,grejanje na gas,namešteno,ima lift (1),"frižider, šporet, ležaj",39,uknjiženo,u izgradnji,useljivo,1998,prizemlje/5
1090,72100,Grbavica,Grbavica,0.5,centralno grejanje,namešteno,ima lift (1),"frižider, šporet, ležaj",24,uknjiženo,uobičajeno stanje,useljivo,1998,2/5
1091,107640, Stari Grad,Novi Sad - Centar,2,centralno grejanje,prazno,ima lift (1),"frižider, šporet, ležaj",38,uknjiženo,uobičajeno stanje,useljivo,1998,1/4
1092,92700, Liman,NARODNOG FRONTA,1.5,centralno grejanje,prazno,ima lift (1),"frižider, šporet, ležaj",46,uknjiženo,uobičajeno stanje,useljivo,1998,1/4
1093,220600,Grbavica,DANILA KISA,5,centralno grejanje,prazno,ima lift (1),"frižider, šporet, ležaj",107,uknjiženo,uobičajeno stanje,useljivo,1998,1/4
1094,110210, Liman,Liman 1,1.5,centralno grejanje,prazno,ima lift (2),"frižider, šporet, ležaj",43,uknjiženo,uobičajeno stanje,useljivo,1998,10/10
1095,86520,Podbara,Podbara,1.5,centralno grejanje,prazno,ima lift (2),"frižider, šporet, ležaj",42,uknjiženo,uobičajeno stanje,useljivo,1998,2/3
1096,82400, Rotkvarija,Socijalno,1.5,centralno grejanje,prazno,ima lift (2),"frižider, šporet, ležaj",30,uknjiženo,uobičajeno stanje,useljivo,1998,4/4
1097,61800,Novo Naselje,Novo Naselje,1,centralno grejanje,polunamešteno,ima lift (2),"frižider, šporet, ležaj",28,uknjiženo,novo,useljivo,1998,visoko
1098,115900, Detelinara,Nova Detelinara,2,centralno grejanje,polunamešteno,ima lift (1),"frižider, šporet, ležaj",45,uknjiženo,uobičajeno stanje,useljivo,2017,2/5
1099,77250,Bulevar Oslobođenja,Bulevar Oslobođenja,1.5,centralno grejanje,prazno,ima lift (1),"frižider, šporet, ležaj",31,uknjiženo,uobičajeno stanje,useljivo,2017,3/8
1100,92700, Rotkvarija,kraljevica marka,0.5,centralno grejanje,prazno,ima lift (1),"frižider, šporet, ležaj",30,uknjiženo,uobičajeno stanje,useljivo,2017,1/5
1101,146580, Majur,Stari Majur,3.5,grejanje na gas,prazno,ima lift (1),"frižider, šporet, ležaj",98,uknjiženo,uobičajeno stanje,useljivo,2017,2/2
1102,85000,Bulevar Evrope,Bulevar Evrope,1.5,centralno grejanje,prazno,ima lift (1),"frižider, šporet, ležaj",37,uknjiženo,uobičajeno stanje,useljivo,2017,5/5
1103,92700, Detelinara,Nova Detelinara,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",42,uknjiženo,uobičajeno stanje,useljivo,2017,2/5
1104,55000, Banatić,Omladinskog pokreta,1,centralno grejanje,namešteno,ima lift (1),klima,25,uknjiženo,uobičajeno stanje,useljivo,2017,5/5
1105,144200, Rotkvarija,Socijalno,3,centralno grejanje,prazno,ima lift (1),kablovska,83,uknjiženo,uobičajeno stanje,useljivo,2010,visoko
1106,125000,Salajka,Salajka,2,centralno grejanje,prazno,ima lift (1),kablovska,49,uknjiženo,uobičajeno stanje,useljivo,2021,1/4
1107,123500,Salajka,Salajka,2.5,centralno grejanje,prazno,ima lift (1),kablovska,48,uknjiženo,uobičajeno stanje,useljivo,2021,3/4
1108,108150, Stari Grad,"CENTAR, NOVI SAD",1.5,centralno grejanje,prazno,ima lift (1),kablovska,35,uknjiženo,uobičajeno stanje,useljivo,2015,4/5
1109,197850,Bulevar Oslobođenja,majevicaka,2,centralno grejanje,namešteno,ima lift (1),kablovska,41,uknjiženo,novo,useljivo,2015,visoko
1110,49500, Adice,Pavla Bakica 8,0.5,etažno grejanje,namešteno,ima lift (1),"kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",28,uknjiženo,novo,useljivo,2010,visoko
1111,78800, Banatić,gagarinova,2,centralno grejanje,prazno,ima lift (1),"kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",45,uknjiženo,novo,useljivo,2010,1/4
1112,97850, Detelinara,janka veselinovica,2,centralno grejanje,prazno,ima lift (1),"kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",50,uknjiženo,novo,useljivo,2010,4/6
1113,334750,Grbavica,Gogoljeva,3,centralno grejanje,prazno,ima lift (1),"telefon, interfon, klima",145,uknjiženo,novo,useljivo,2010,5/5
1114,113300, Detelinara,Nova Detelinara,2.5,centralno grejanje,prazno,ima lift (1),"telefon, interfon, klima",59,uknjiženo,uobičajeno stanje,useljivo,2010,1/5
1115,231750, Stari Grad,Kej,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",69,uknjiženo,renovirano,useljivo,2010,5/10
1116,103000, Stari Grad,SUMADIJSKA,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",40,uknjiženo,renovirano,useljivo,2010,5/10
1117,60820,Adice,Adice,1,centralno grejanje,prazno,ima lift (1),interfon,39,uknjiženo,novo,useljivo,2010,1/2
1118,92740,Adice,Adice,2,centralno grejanje,prazno,ima lift (1),interfon,62,uknjiženo,novo,useljivo,2010,1/2
1119,70000,Podbara,Podbara,1,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima, frižider, šporet, ležaj",35,uknjiženo,novo,useljivo,2010,2/4
1120,267800, Stari Grad,Novi Sad - Centar,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",114,uknjiženo,novo,useljivo,2010,6/6
1121,126180, Sajmište,branka najica,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",55,uknjiženo,novo,useljivo,2010,2/3
