Id,Price(EUR),Location,Address,Rooms,Heating,SetUp,Elevator,Stores,Area(m2),Evident,State,Infrared,YearOfBuild,Floor
746,1.0,Bulevar Evrope,"BULEVAR EVROPE, NOVI SAD",1.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, klima",30,nije uknjiženo,novo,useljivo,2005,suteren
747,4.0,Grbavica,VOJVODJANSKA,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",65,nije uknjiženo,novo,useljivo,2005,suteren
748,7.0,Telep,BUL.PATRIJARHA PAVLA,3,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, klima",106,nije uknjiženo,novo,useljivo,2005,suteren
749,3.0,Bulevar Oslobođenja,BRANIMIRA COSICA,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",42,nije uknjiženo,novo,useljivo,2005,suteren
750,2.0,Detelinara,Hadzi Ruvimova,1,centralno grejanje,namešteno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",35,uknjiženo,novo,useljivo,2000,3
751,5.0,Salajka,Temerinska Pijaca,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",49,u procesu uknjižavanja,u izgradnji,useljivo,2000,1
752,3.0,Liman,Liman 4,1,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",34,uknjiženo,u izgradnji,useljivo,2000,5
753,12.0,Adamovićevo Naselje,Cara Dušana,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",114,uknjiženo,u izgradnji,useljivo,2009,3
754,1.0,Bulevar Oslobođenja,Bulevar Oslobođenja,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",30,uknjiženo,u izgradnji,useljivo,2009,suteren
755,4.0,Banatić,Železnička stanica,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",70,uknjiženo,u izgradnji,useljivo,2009,3
756,1.0,Detelinara,Đorđa Joanovića,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",19,uknjiženo,u izgradnji,useljivo,1987,prizemlje
757,1.0,Stari Grad,Centar,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",19,uknjiženo,uobičajeno stanje,useljivo,2012,visoko
758,6.0,Bulevar Oslobođenja,Bulevar Oslobođenja,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",68,uknjiženo,uobičajeno stanje,useljivo,2012,1
759,7.0,Bulevar Evrope,Bulevar Evrope,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",106,uknjiženo,uobičajeno stanje,useljivo,2012,5
760,4.0,Bulevar Oslobođenja,Gajeva,2,centralno grejanje,namešteno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",48,uknjiženo,uobičajeno stanje,useljivo,2012,4
761,3.0,Novo Naselje,BRAĆE DRONJAK,3,centralno grejanje,namešteno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",63,uknjiženo,renovirano,useljivo,2012,5
762,3.0,Bulevar Evrope,Bulevar Evrope,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",45,uknjiženo,renovirano,useljivo,2012,7
763,3.0,Novo Naselje,"NOVO NASELJE, NOVI SAD",2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",44,uknjiženo,uobičajeno stanje,useljivo,1990,7
764,3.0,Rotkvarija,Socijalno,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",37,uknjiženo,uobičajeno stanje,useljivo,1990,prizemlje
765,5.0,Grbavica,Grbavica,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",60,uknjiženo,uobičajeno stanje,useljivo,2009,3
766,7.0,Veternik,Veternik,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",141,uknjiženo,uobičajeno stanje,useljivo,2009,2
767,7.0,Grbavica,Grbavica,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",107,uknjiženo,uobičajeno stanje,useljivo,2007,5
768,3.0,Detelinara,Nova Detelinara,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",46,uknjiženo,uobičajeno stanje,useljivo,2009,4
