Index,Price(EUR),Location,Address,Rooms,Heating,SetUp,Elevator,Stores,Area(m2),Evident,State,Infrared,YearOfBuild,Floor,YearOfBuildWasNan
474,70500,Petrovaradin,Petrovaradin,2.0,grejanje na gas,namešteno,ima lift (1),"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",35,uknjiženo,u izgradnji,useljivo,2020.0,2,0
475,80350,Petrovaradin,Petrovaradin,2.0,grejanje na gas,namešteno,ima lift (1),"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",40,uknjiženo,u izgradnji,useljivo,2020.0,2,0
476,126450,Petrovaradin,Petrovaradin,3.0,grejanje na gas,namešteno,ima lift (1),"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",64,uknjiženo,u izgradnji,useljivo,2020.0,2,0
477,81000,Grbavica,Rare_var,1.5,centralno grejanje,namešteno,ima lift (1),Rare_var,35,uknjiženo,u izgradnji,useljivo,2000.0,2,0
478,154500,Bulevar Evrope,Bulevar Evrope,2.0,grejanje na gas,namešteno,ima lift (1),Rare_var,73,uknjiženo,novo,useljivo,2000.0,1,0
479,119000,Novo Naselje,Rare_var,3.0,centralno grejanje,namešteno,ima lift (1),Rare_var,65,uknjiženo,novo,useljivo,2000.0,prizemlje,0
480,117270,Bulevar Oslobođenja,Bulevar Oslobođenja,2.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",45,uknjiženo,novo,useljivo,2000.0,1,0
481,153400,Grbavica,Rare_var,2.0,centralno grejanje,namešteno,ima lift (2),"telefon, kablovska",50,uknjiženo,novo,useljivo,2000.0,6,0
482,100400,Adice,Adice,3.5,grejanje na gas,prazno,ima lift (2),"telefon, kablovska",65,nije uknjiženo,u izgradnji,useljivo,2000.0,prizemlje,0
483,113500,Adice,Adice,3.5,grejanje na gas,prazno,ima lift (2),"telefon, kablovska",73,nije uknjiženo,u izgradnji,useljivo,2000.0,1,0
484,97300,Adice,Adice,3.5,grejanje na gas,prazno,ima lift (2),"telefon, kablovska",63,nije uknjiženo,u izgradnji,useljivo,2000.0,visoko,0
485,83000,Rotkvarija,Socijalno,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",34,uknjiženo,u izgradnji,useljivo,2000.0,1,0
486,45500,Adice,Rare_var,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",37,nije uknjiženo,u izgradnji,useljivo,2000.0,Rare_var,0
487,164800,Podbara,Rare_var,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",60,uknjiženo,renovirano,useljivo,2000.0,1,0
488,60800,Adice,Rare_var,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",39,nije uknjiženo,u izgradnji,useljivo,2000.0,1,0
489,92600,Adice,Rare_var,2.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",62,nije uknjiženo,u izgradnji,useljivo,2000.0,2,0
490,97250,Petrovaradin,Petrovaradin,3.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",49,nije uknjiženo,u izgradnji,useljivo,2020.0,prizemlje,0
491,55200,Petrovaradin,Petrovaradin,0.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",27,nije uknjiženo,u izgradnji,useljivo,2020.0,prizemlje,0
492,78250,Petrovaradin,Petrovaradin,2.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",38,nije uknjiženo,u izgradnji,useljivo,2020.0,1,0
493,129100,Petrovaradin,Petrovaradin,4.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",65,nije uknjiženo,u izgradnji,useljivo,2020.0,prizemlje,0
494,64500,Petrovaradin,Petrovaradin,2.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",32,nije uknjiženo,u izgradnji,useljivo,2020.0,prizemlje,0
495,92600,Petrovaradin,Petrovaradin,3.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",47,nije uknjiženo,u izgradnji,useljivo,2020.0,prizemlje,0
496,70500,Petrovaradin,Petrovaradin,2.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",35,nije uknjiženo,u izgradnji,useljivo,2020.0,1,0
497,44500,Adice,Rare_var,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",36,nije uknjiženo,u izgradnji,useljivo,2020.0,prizemlje,0
498,96900,Adice,Adice,2.5,grejanje na gas,prazno,ima lift (1),kablovska,65,uknjiženo,u izgradnji,useljivo,2020.0,2,0
499,127000,Detelinara,Nova Detelinara,3.0,centralno grejanje,namešteno,ima lift (1),Rare_var,81,uknjiženo,novo,useljivo,2020.0,3,0
500,133900,Adamovićevo Naselje,Cara Dušana,2.0,centralno grejanje,namešteno,ima lift (1),Rare_var,41,uknjiženo,novo,useljivo,2020.0,6,0
501,420000,Stari Grad,Rare_var,8.0,centralno grejanje,prazno,ima lift (1),Rare_var,285,uknjiženo,renovirano,useljivo,2020.0,2,0
502,104000,Liman,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),Rare_var,76,uknjiženo,renovirano,useljivo,2020.0,prizemlje,0
503,59700,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),1.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",34,uknjiženo,renovirano,useljivo,2020.0,prizemlje,0
504,72310,Petrovaradin,Rare_var,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",39,nije uknjiženo,u izgradnji,useljivo,2020.0,2,0
505,123600,Grbavica,Grbavica,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",111,uknjiženo,u izgradnji,useljivo,2020.0,3,0
506,103730,Novo Naselje,Novo Naselje,5.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",106,uknjiženo,u izgradnji,useljivo,2020.0,4,0
507,67980,Stari Grad,Rare_var,0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",33,uknjiženo,renovirano,useljivo,2005.0,3,0
508,132660,Grbavica,Grbavica,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",73,uknjiženo,renovirano,useljivo,2005.0,2,0
509,154500,Stari Grad,Kej,4.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",90,uknjiženo,potrebno renoviranje,useljivo,2005.0,3,0
510,150700,Banatić,Železnička stanica,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",67,uknjiženo,uobičajeno stanje,useljivo,2005.0,2,0
511,87550,Grbavica,Grbavica,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,2010.0,prizemlje,0
512,113300,Detelinara,Nova Detelinara,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",59,uknjiženo,uobičajeno stanje,useljivo,2006.0,1,0
513,87550,Grbavica,Grbavica,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon",39,uknjiženo,uobičajeno stanje,useljivo,2006.0,visoko,0
514,125660,Podbara,Podbara,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon",61,u procesu uknjižavanja,renovirano,useljivo,2006.0,2,0
515,205800,Stari Grad,Centar,4.0,centralno grejanje,prazno,ima lift (1),"kablovska, internet, klima",148,uknjiženo,novo,useljivo,2006.0,4,0
516,183340,Bulevar Oslobođenja,Bulevar Oslobođenja,3.0,centralno grejanje,prazno,Rare_var,"kablovska, internet, klima",89,uknjiženo,novo,useljivo,2019.0,2,0
517,118450,Novo Naselje,Novo Naselje,2.0,centralno grejanje,prazno,ima lift (1),"kablovska, internet, klima",64,uknjiženo,uobičajeno stanje,useljivo,2019.0,2,0
518,144200,Podbara,Podbara,4.0,centralno grejanje,prazno,ima lift (1),"kablovska, internet, klima",99,uknjiženo,uobičajeno stanje,useljivo,2012.0,4,0
519,56650,Adice,Adice,1.5,grejanje na gas,namešteno,ima lift (1),"kablovska, internet, klima",35,uknjiženo,novo,useljivo,2012.0,4,0
520,69000,Detelinara,Rare_var,1.0,centralno grejanje,prazno,ima lift (1),Rare_var,24,uknjiženo,novo,useljivo,2000.0,3,0
521,103000,Stari Grad,Centar,2.0,grejanje na gas,prazno,ima lift (1),Rare_var,44,uknjiženo,uobičajeno stanje,useljivo,1999.0,3,0
522,104240,Detelinara,Rare_var,3.5,centralno grejanje,prazno,ima lift (1),Rare_var,88,nije uknjiženo,u izgradnji,useljivo,1999.0,5,0
523,51500,Podbara,Podbara,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",22,uknjiženo,renovirano,useljivo,1999.0,prizemlje,0
524,109180,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),2.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",52,uknjiženo,novo,useljivo,1999.0,3,0
525,96850,Telep,Rare_var,1.0,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",38,uknjiženo,novo,useljivo,1999.0,3,0
526,140900,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",76,uknjiženo,novo,useljivo,1999.0,4,0
527,50000,Adice,Adice,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",28,uknjiženo,novo,useljivo,1999.0,2,0
528,134000,Novo Naselje,Rare_var,3.0,grejanje na gas,prazno,ima lift (1),Rare_var,77,uknjiženo,novo,useljivo,2014.0,2,0
529,56650,Adice,Adice,1.5,grejanje na gas,namešteno,ima lift (1),Rare_var,35,uknjiženo,uobičajeno stanje,useljivo,2014.0,1,0
530,141550,Telep,Telep,3.0,grejanje na gas,prazno,ima lift (1),Rare_var,67,u procesu uknjižavanja,u izgradnji,useljivo,2020.0,2,0
531,177000,Rotkvarija,Socijalno,4.0,centralno grejanje,prazno,ima lift (1),Rare_var,86,u procesu uknjižavanja,u izgradnji,useljivo,2012.0,3,0
532,92700,Adamovićevo Naselje,Cara Dušana,1.5,grejanje na gas,prazno,ima lift (1),Rare_var,40,uknjiženo,novo,useljivo,2012.0,2,0
533,50000,Adice,Adice,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",28,uknjiženo,novo,useljivo,2012.0,2,0
534,103000,Stari Grad,Centar,2.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",44,uknjiženo,uobičajeno stanje,useljivo,2016.0,3,0
535,86500,Telep,Telep,3.0,grejanje na gas,prazno,ima lift (1),Rare_var,60,uknjiženo,uobičajeno stanje,useljivo,2016.0,prizemlje,0
536,117020,Podbara,Podbara,3.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",52,u procesu uknjižavanja,u izgradnji,useljivo,2016.0,prizemlje,0
537,142140,Novo Naselje,Novo Naselje,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",91,uknjiženo,u izgradnji,useljivo,2016.0,prizemlje,0
538,79800,Novo Naselje,Rare_var,1.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",43,uknjiženo,u izgradnji,useljivo,2016.0,prizemlje,0
539,115000,Novo Naselje,Novo Naselje,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",65,uknjiženo,uobičajeno stanje,useljivo,1978.0,prizemlje,0
540,69000,Novo Naselje,Bistrica,1.5,centralno grejanje,polunamešteno,ima lift (2),"telefon, kablovska",36,uknjiženo,renovirano,useljivo,1978.0,Rare_var,0
541,270000,Liman,Rare_var,3.5,centralno grejanje,prazno,ima lift (1),klima,96,uknjiženo,potrebno renoviranje,useljivo,1978.0,6,0
542,118450,Grbavica,Rare_var,2.5,centralno grejanje,namešteno,ima lift (1),Rare_var,53,uknjiženo,novo,useljivo,1978.0,3,0
543,142140,Novo Naselje,Šarengrad,3.5,centralno grejanje,polunamešteno,ima lift (1),Rare_var,91,uknjiženo,uobičajeno stanje,useljivo,1978.0,1,0
544,111970,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),2.0,centralno grejanje,prazno,ima lift (1),Rare_var,44,nije uknjiženo,novo,useljivo,1978.0,1,0
545,134930,Rotkvarija,Socijalno,3.0,centralno grejanje,prazno,ima lift (1),Rare_var,57,uknjiženo,novo,useljivo,1978.0,3,0
546,76300,Adamovićevo Naselje,Cara Dušana,2.0,grejanje na struju,prazno,ima lift (1),"telefon, kablovska",57,uknjiženo,novo,useljivo,1978.0,4,0
547,149350,Liman,Liman 4,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",58,uknjiženo,novo,useljivo,1984.0,1,0
548,137800,Telep,Telep,2.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",53,uknjiženo,novo,useljivo,2013.0,2,0
549,147810,Bulevar Oslobođenja,Bulevar Oslobođenja,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",82,uknjiženo,novo,useljivo,2013.0,3,0
550,453200,Podbara,Podbara,5.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",132,nije uknjiženo,novo,useljivo,2013.0,7,0
551,120300,Novo Naselje,Šarengrad,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",73,uknjiženo,novo,useljivo,2013.0,2,0
552,185000,Stari Grad,Centar,2.0,centralno grejanje,namešteno,ima lift (1),Rare_var,67,uknjiženo,novo,useljivo,2018.0,2,0
553,329600,Grbavica,Grbavica,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",145,uknjiženo,novo,useljivo,2018.0,5,0
554,85490,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",38,uknjiženo,novo,useljivo,2018.0,visoko,0
555,118500,Liman,Liman 4,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",57,uknjiženo,uobičajeno stanje,useljivo,1982.0,4,0
556,93750,Adice,Adice,3.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",58,uknjiženo,u izgradnji,useljivo,2022.0,1,0
557,92700,Adamovićevo Naselje,Cara Dušana,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",40,uknjiženo,novo,useljivo,2022.0,2,0
558,117270,Bulevar Oslobođenja,Bulevar Oslobođenja,2.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",45,uknjiženo,novo,useljivo,2022.0,1,0
559,69000,Novo Naselje,Rare_var,1.5,centralno grejanje,namešteno,ima lift (2),Rare_var,36,uknjiženo,novo,useljivo,2022.0,Rare_var,0
560,128750,Grbavica,Grbavica,2.5,centralno grejanje,prazno,ima lift (1),Rare_var,56,uknjiženo,novo,useljivo,2022.0,1,0
561,92700,Rotkvarija,Rare_var,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",37,uknjiženo,novo,useljivo,2022.0,visoko,0
562,105050,Stari Grad,Centar,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",68,uknjiženo,uobičajeno stanje,useljivo,2022.0,3,0
563,66950,Detelinara,Nova Detelinara,0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",27,uknjiženo,novo,useljivo,2022.0,5,0
564,89500,Telep,Telep,1.5,centralno grejanje,prazno,ima lift (1),Rare_var,40,uknjiženo,novo,useljivo,2022.0,1,0
565,69000,Novo Naselje,Rare_var,1.5,centralno grejanje,namešteno,ima lift (2),Rare_var,36,uknjiženo,novo,useljivo,2022.0,Rare_var,0
566,55620,Detelinara,Rare_var,1.0,centralno grejanje,prazno,ima lift (2),"telefon, kablovska, internet, interfon",27,uknjiženo,novo,useljivo,2022.0,1,0
567,270000,Liman,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",96,uknjiženo,novo,useljivo,2022.0,6,0
568,288400,Rare_var,Rare_var,2.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",113,uknjiženo,novo,useljivo,2022.0,4,0
569,80750,Novo Naselje,Novo Naselje,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",49,uknjiženo,novo,useljivo,1989.0,4,0
570,309000,Stari Grad,Spens,4.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",143,uknjiženo,novo,useljivo,2003.0,3,0
571,122570,Novo Naselje,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",65,uknjiženo,uobičajeno stanje,useljivo,1978.0,visoko,0
572,71070,Detelinara,Nova Detelinara,0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",26,uknjiženo,uobičajeno stanje,useljivo,2007.0,3,0
573,230000,Novo Naselje,Rare_var,4.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",121,uknjiženo,uobičajeno stanje,useljivo,2007.0,2,0
574,52000,Grbavica,Rare_var,1.0,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",27,uknjiženo,uobičajeno stanje,useljivo,2007.0,prizemlje,0
575,104800,Detelinara,Nova Detelinara,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",55,uknjiženo,uobičajeno stanje,useljivo,2007.0,1,0
576,61800,Novo Naselje,Rare_var,1.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",28,uknjiženo,uobičajeno stanje,useljivo,2007.0,1,0
577,83000,Rotkvarija,Socijalno,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",34,uknjiženo,renovirano,useljivo,2007.0,1,0
578,144200,Grbavica,Grbavica,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",80,uknjiženo,uobičajeno stanje,useljivo,2007.0,5,0
579,64890,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",25,uknjiženo,uobičajeno stanje,useljivo,2007.0,4,0
580,221450,Bulevar Oslobođenja,Bulevar Oslobođenja,4.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",84,uknjiženo,uobičajeno stanje,useljivo,2007.0,4,0
581,78300,Rotkvarija,Socijalno,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",76,uknjiženo,uobičajeno stanje,useljivo,2009.0,suteren,0
582,85500,Avijatičarsko Naselje,Avijatičarsko Naselje,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",62,uknjiženo,uobičajeno stanje,useljivo,2006.0,prizemlje,0
583,114700,Petrovaradin,Petrovaradin,3.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",58,uknjiženo,u izgradnji,useljivo,2020.0,prizemlje,0
584,54350,Petrovaradin,Petrovaradin,0.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",27,uknjiženo,u izgradnji,useljivo,2020.0,prizemlje,0
585,66900,Petrovaradin,Petrovaradin,2.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",33,uknjiženo,u izgradnji,useljivo,2020.0,prizemlje,0
586,64900,Stari Grad,Jevrejska,1.5,grejanje na struju,prazno,ima lift (1),klima,32,uknjiženo,uobičajeno stanje,useljivo,2020.0,4,0
587,54590,Podbara,Podbara,0.5,grejanje na gas,namešteno,ima lift (1),klima,21,uknjiženo,uobičajeno stanje,useljivo,2020.0,5,0
588,95270,Bulevar Oslobođenja,Bulevar Oslobođenja,1.0,centralno grejanje,namešteno,ima lift (1),klima,49,uknjiženo,uobičajeno stanje,useljivo,2020.0,7,0
589,133430,Podbara,Podbara,3.0,centralno grejanje,prazno,ima lift (1),klima,51,uknjiženo,novo,useljivo,2020.0,2,0
590,113300,Rare_var,Petrovaradin,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",90,uknjiženo,novo,useljivo,2020.0,2,0
591,170100,Podbara,Podbara,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",65,uknjiženo,novo,useljivo,2020.0,1,0
592,117270,Bulevar Oslobođenja,Bulevar Oslobođenja,2.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",45,uknjiženo,novo,useljivo,2020.0,1,0
593,111500,Bulevar Oslobođenja,Bulevar Oslobođenja,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",57,uknjiženo,uobičajeno stanje,useljivo,2001.0,5,0
594,120000,Liman,Rare_var,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",51,uknjiženo,renovirano,useljivo,2001.0,2,0
595,153990,Banatić,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",65,uknjiženo,novo,useljivo,2001.0,1,0
596,445000,Stari Grad,Centar,5.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",144,uknjiženo,u izgradnji,useljivo,2022.0,1,0
597,133820,Detelinara,Nova Detelinara,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",64,uknjiženo,uobičajeno stanje,useljivo,2011.0,visoko,0
598,185400,Stari Grad,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),klima,88,uknjiženo,novo,useljivo,2011.0,4,0
599,128550,Sajmište,Rare_var,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",48,uknjiženo,novo,useljivo,2011.0,3,0
600,312300,Adamovićevo Naselje,Cara Dušana,4.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",138,uknjiženo,novo,useljivo,2011.0,1,0
